success,Vmin,Vmax,Vmin_bus,Vmax_bus,Vdev_max,P_loss,P_grid,pv_bus,penetration,load_factor
1,0.933112997569153,1,18,1,0.0668870024308468,0.117047187000328,2.71754718115659,23,0.1,0.8
1,0.933124836859879,1,18,1,0.0668751631401214,0.114860583086844,2.71536057730003,24,0.1,0.8
1,0.933128487471377,1,18,1,0.066871512528623,0.11418466922004,2.71468466344999,25,0.1,0.8
1,0.937167866999841,1,18,1,0.0628321330001589,0.104723340589541,2.7052233369696,26,0.1,0.8
1,0.937182915365277,1,18,1,0.0628170846347234,0.103908276401384,2.70440827291395,27,0.1,0.8
1,0.93724277990763,1,18,1,0.0627572200923703,0.101110048589549,2.70161004558929,28,0.1,0.8
1,0.937283249990928,1,18,1,0.0627167500090723,0.0992110447696072,2.69971104199385,29,0.1,0.8
1,0.937299744645257,1,18,1,0.0627002553547427,0.0983169267885459,2.69881692401327,30,0.1,0.8
1,0.9373187568964,1,18,1,0.0626812431035999,0.097461136272617,2.69796113365402,31,0.1,0.8
1,0.937320062569309,1,18,1,0.0626799374306909,0.0974057050151775,2.69790570238683,32,0.1,0.8
1,0.93731260724991,1,18,1,0.0626873927500904,0.0976882055812906,2.69818820280733,33,0.1,0.8
1,0.931975039505943,1,18,1,0.0680249604940566,0.12390293002833,2.53865292356181,2,0.15,0.8
1,0.933843256521205,1,18,1,0.0661567434787947,0.114957889740601,2.52970788421294,3,0.15,0.8
1,0.935236548702695,1,18,1,0.0647634512973048,0.110484233776148,2.52523422890022,4,0.15,0.8
1,0.93669617211303,1,18,1,0.0633038278869702,0.106086878629159,2.52083687439836,5,0.15,0.8
1,0.939890893291881,1,18,1,0.0601091067081186,0.0967865674479985,2.51153656464595,6,0.15,0.8
1,0.940628347117006,1,18,1,0.0593716528829936,0.0957942557451636,2.51054425324895,7,0.15,0.8
1,0.942691613421208,1,33,1,0.0573083865787924,0.0933158684162045,2.50806586619319,8,0.15,0.8
1,0.942737510736714,1,33,1,0.0572624892632858,0.0910289128584942,2.50577891093997,9,0.15,0.8
1,0.942775077840294,1,33,1,0.0572249221597064,0.089149995822255,2.50389999410288,10,0.15,0.8
1,0.94277963238536,1,33,1,0.0572203676146399,0.0888811350452819,2.50363113334515,11,0.15,0.8
1,0.942786450809542,1,33,1,0.0572135491904577,0.088479114793019,2.50322911312111,12,0.15,0.8
1,0.942807340971335,1,33,1,0.057192659028665,0.0874672806384183,2.50221727903465,13,0.15,0.8
1,0.942811229529215,1,33,1,0.0571887704707847,0.0873099472726032,2.50205994567438,14,0.15,0.8
1,0.942804880463665,1,33,1,0.0571951195363349,0.0876061671846699,2.50235616554335,15,0.15,0.8
1,0.942791629504433,1,33,1,0.0572083704955666,0.0882639533963453,2.50301395168322,16,0.15,0.8
1,0.942749891085581,1,33,1,0.057250108914419,0.0899388014017342,2.50468879938921,17,0.15,0.8
1,0.942725411821456,1,33,1,0.0572745881785445,0.0911294141928446,2.50587941204088,18,0.15,0.8
1,0.931975050835702,1,18,1,0.0680249491642979,0.123890586156359,2.53864057968968,19,0.15,0.8
1,0.931974465017433,1.00050420732234,18,20,0.0680255349825671,0.124540648582001,2.5392906421132,20,0.15,0.8
1,0.931974088195111,1.00135818187051,18,21,0.0680259118048894,0.124923111262325,2.53967310479197,21,0.15,0.8
1,0.931973042041406,1.00327593088659,18,22,0.0680269579585938,0.125935245850312,2.54068523937519,22,0.15,0.8
1,0.933851448635474,1,18,1,0.066148551364526,0.113386743414851,2.52813673792474,23,0.15,0.8
1,0.933865745836852,1,18,1,0.0661342541631478,0.110746233323601,2.52549622789729,24,0.15,0.8
1,0.933867830725459,1,18,1,0.0661321692745412,0.110360217829274,2.52511021241105,25,0.15,0.8
1,0.939905530983692,1,18,1,0.0600944690163081,0.0959938210827901,2.5107438183943,26,0.15,0.8
1,0.939923948974329,1,18,1,0.0600760510256707,0.094996755399982,2.50974675284738,27,0.15,0.8
1,0.939995083753714,1,18,1,0.0600049162462859,0.0916721411260752,2.50642213900818,28,0.15,0.8
1,0.940041282439029,1,18,1,0.0599587175609714,0.0895044915264376,2.50425448955667,29,0.15,0.8
1,0.940058278128994,1,18,1,0.0599417218710057,0.0885824490311825,2.50333244703711,30,0.15,0.8
1,0.940069006385401,1,18,1,0.0599309936145986,0.0880999922884174,2.50284999029446,31,0.15,0.8
1,0.940065100250376,1,18,1,0.0599348997496235,0.088265580344902,2.50301557828664,32,0.15,0.8
1,0.940046937308508,1,18,1,0.0599530626914924,0.088951896061275,2.50370189378003,33,0.15,0.8
1,0.932090307793598,1,18,1,0.0679096922064023,0.123349808238362,2.35234980182838,2,0.2,0.8
1,0.934578822324382,1,18,1,0.0654211776756181,0.111878946164624,2.34087894096405,3,0.2,0.8
1,0.936432375281332,1,18,1,0.0635676247186677,0.106269586916621,2.33526958251616,4,0.2,0.8
1,0.93837198028515,1,18,1,0.0616280197148499,0.100792444219471,2.32979244057759,5,0.2,0.8
1,0.942606928877988,1,18,1,0.0573930711220121,0.0892895931734124,2.31828959106053,6,0.2,0.8
1,0.943577614958166,1,18,1,0.0564223850418345,0.0881832817413793,2.31718327990109,7,0.2,0.8
1,0.945405823853744,1,33,1,0.0545941761462556,0.0856112579229506,2.31461125631881,8,0.2,0.8
1,0.945445611445609,1,33,1,0.0545543885543907,0.0836283936644763,2.31262839227327,9,0.2,0.8
1,0.945474095985801,1,33,1,0.0545259040141992,0.0822036713543662,2.31120367007549,10,0.2,0.8
1,0.945476822095465,1,33,1,0.054523177904535,0.0820432044285153,2.31104320315922,11,0.2,0.8
1,0.945479609893379,1,33,1,0.0545203901066207,0.0818804493382211,2.31088044808018,12,0.2,0.8
1,0.945477113261023,1,33,1,0.0545228867389774,0.0820034569347235,2.31100345565011,13,0.2,0.8
1,0.945468751792871,1,33,1,0.0545312482071293,0.0823399325647197,2.31133993123507,14,0.2,0.8
1,0.945448339486744,1,33,1,0.0545516605132557,0.0832915921627469,2.31229159075582,15,0.2,0.8
1,0.945417104424065,1,33,1,0.0545828955759353,0.0848426175992287,2.31384261608326,16,0.2,0.8
1,0.945332439098598,1,33,1,0.0546675609014019,0.0882296574234901,2.317229655456,17,0.2,0.8
1,0.945287433177643,1,33,1,0.0547125668223567,0.0904201063159643,2.31942010413377,18,0.2,0.8
1,0.932090192183609,1,18,1,0.0679098078163913,0.123475747264166,2.35247574085349,19,0.2,0.8
1,0.932088248189743,1.00252443698056,18,20,0.067911751810257,0.125632742868346,2.35463273644967,20,0.2,0.8
1,0.932087406110032,1.00383762940587,18,21,0.0679125938899682,0.126487150773472,2.3554871443514,21,0.2,0.8
1,0.932085405884278,1.00653369930432,18,22,0.067914594115722,0.128421325573607,2.35742131914293,22,0.2,0.8
1,0.934587577536242,1,18,1,0.0654124224637583,0.110199858301166,2.33919985313918,23,0.2,0.8
1,0.934602090341699,1,18,1,0.0653979096583012,0.107519572700227,2.33651956759871,24,0.2,0.8
1,0.934600450885185,1,18,1,0.0653995491148146,0.107823114394407,2.33682310928486,25,0.2,0.8
1,0.942622598168256,1,18,1,0.057377401831744,0.0884415621512813,2.31744156014628,26,0.2,0.8
1,0.942641760448929,1,18,1,0.0573582395510707,0.0874052176516755,2.31640521577106,27,0.2,0.8
1,0.942712514484923,1,18,1,0.0572874855150769,0.0840984605773375,2.31309845903581,28,0.2,0.8
1,0.942755568033076,1,18,1,0.0572444319669244,0.082078222571534,2.31107822110346,29,0.2,0.8
1,0.942768418617805,1,18,1,0.0572315813821953,0.0813808230587046,2.31038082154953,30,0.2,0.8
1,0.942760270011969,1,18,1,0.0572397299880311,0.0817471364166459,2.31074713478421,31,0.2,0.8
1,0.942747693201296,1,18,1,0.057252306798704,0.0822795136464918,2.31127951190871,32,0.2,0.8
1,0.942714701120508,1,18,1,0.0572852988794915,0.0835228748703917,2.3125228728469,33,0.2,0.8
1,0.932205545988719,1,18,1,0.0677944540112808,0.122836782308343,2.16608677595389,2,0.25,0.8
1,0.935313146944926,1,18,1,0.064686853055074,0.109066170061722,2.1523161651686,3,0.25,0.8
1,0.937624908325377,1,18,1,0.0623750916746232,0.102495559003231,2.14574555503162,4,0.25,0.8
1,0.940041291357006,1,18,1,0.0599587086429944,0.096126241378983,2.13937623824279,5,0.25,0.8
1,0.945304585307898,1,18,1,0.0546954146921025,0.0828499816013269,2.12609998000346,6,0.25,0.8
1,0.946502506280731,1,18,1,0.0534974937192686,0.0817317151981733,2.12498171382521,7,0.25,0.8
1,0.948092002354139,1,33,1,0.0519079976458613,0.0794075101109292,2.12265750892868,8,0.25,0.8
1,0.948115936573174,1,33,1,0.0518840634268265,0.0782148033187111,2.12146480226693,9,0.25,0.8
1,0.948125764400905,1,33,1,0.0518742355990949,0.0777238951132633,2.12097389410587,10,0.25,0.8
1,0.948125218003418,1,33,1,0.0518747819965819,0.0777583119173736,2.1210083109122,11,0.25,0.8
1,0.948121275052715,1,33,1,0.051878724947285,0.0779966916750051,2.12124669066839,12,0.25,0.8
1,0.948082498785929,1,33,1,0.0519175012140706,0.0798790723569329,2.1231290712538,13,0.25,0.8
1,0.948056185306354,1,33,1,0.0519438146936456,0.0809360069664457,2.12418600577678,14,0.25,0.8
1,0.948016806611563,1,33,1,0.051983193388437,0.0827708257529457,2.12602082444988,15,0.25,0.8
1,0.947962140163301,1,33,1,0.0520378598366994,0.0854864701087565,2.12873646864949,16,0.25,0.8
1,0.947822819788663,1,33,1,0.0521771802113373,0.0910441276760913,2.13429412552614,17,0.25,0.8
1,0.94775252292302,1,33,1,0.0522474770769795,0.0944677214187049,2.13771771889753,18,0.25,0.8
1,0.932205238346035,1,18,1,0.0677947616539654,0.123171914583236,2.16642190822824,19,0.25,0.8
1,0.932201368065092,1.00453341216521,18,20,0.0677986319349076,0.127466198845849,2.17071619247491,20,0.25,0.8
1,0.932199898082227,1.00629957286488,18,21,0.0678001019177731,0.128957229235681,2.17220722285845,21,0.25,0.8
1,0.932196657021791,1.00975939759019,18,22,0.0678033429782093,0.132089658281068,2.17533965188863,22,0.25,0.8
1,0.935321402724089,1,18,1,0.0646785972759114,0.107482996106042,2.15073299124754,23,0.25,0.8
1,0.935333936142399,1,18,1,0.0646660638576011,0.105168305174059,2.14841830036477,24,0.25,0.8
1,0.935326485813247,1,18,1,0.0646735141867529,0.106547707269489,2.14979770243161,25,0.25,0.8
1,0.945319474764855,1,18,1,0.0546805252351447,0.082045222858277,2.12529522135583,26,0.25,0.8
1,0.945336857394658,1,18,1,0.054663142605342,0.0811069586057228,2.12435695721041,27,0.25,0.8
1,0.945396124426766,1,18,1,0.0546038755732342,0.0783364462312952,2.12158644507696,28,0.25,0.8
1,0.945427694311707,1,18,1,0.0545723056882926,0.076854304016084,2.12010430287592,29,0.25,0.8
1,0.945432095182503,1,18,1,0.0545679048174972,0.0766163663161594,2.11986636512421,30,0.25,0.8
1,0.945395295845528,1,18,1,0.0546047041544722,0.0782690559996869,2.12151905459336,31,0.25,0.8
1,0.94537087577199,1,18,1,0.05462912422801,0.0793013315749583,2.12255133002941,32,0.25,0.8
1,0.945319267366956,1,18,1,0.0546807326330437,0.0812414143647593,2.12449141247674,33,0.25,0.8
1,0.932320754112792,1,18,1,0.067679245887208,0.122363826335888,1.97986382003677,2,0.3,0.8
1,0.936046236130336,1,18,1,0.0639537638696636,0.106518433657493,1.96401842905317,3,0.3,0.8
1,0.938814172746049,1,18,1,0.0611858272539509,0.099159082956404,1.95665907937098,4,0.3,0.8
1,0.941704174553966,1,18,1,0.0582958254460337,0.0920820787335717,1.94958207603207,5,0.3,0.8
1,0.947984192758792,1,18,1,0.0520158072412081,0.0774503885699041,1.93495038735819,6,0.3,0.8
1,0.949403517048419,1,18,1,0.0505964829515814,0.076418722361232,1.93391872132452,7,0.3,0.8
1,0.950750848963734,1,33,1,0.0492491510362659,0.0746701267899572,1.93217012589969,8,0.3,0.8
1,0.950749700146246,1,33,1,0.0492502998537542,0.07472842002483,1.93222841919891,9,0.3,0.8
1,0.950731933506267,1,33,1,0.0492680664937328,0.0756195207723423,1.93311951993849,10,0.3,0.8
1,0.950726787072328,1,33,1,0.0492732129276724,0.0759289085278481,1.93342890769031,11,0.3,0.8
1,0.950713641025329,1,33,1,0.0492863589746706,0.0767177245574003,1.93421772370755,12,0.3,0.8
1,0.950626812571894,1,33,1,0.0493731874281065,0.0809293422681352,1.93842934125712,13,0.3,0.8
1,0.95057735491708,1,33,1,0.0494226450829198,0.0829115295055509,1.94041152836064,14,0.3,0.8
1,0.950514606871469,1,33,1,0.0494853931285313,0.0858336373840447,1.94333363607086,15,0.3,0.8
1,0.9504316745998,1,33,1,0.0495683254002003,0.0899551666438531,1.94745516508391,16,0.3,0.8
1,0.950227204659241,1.00470799700201,33,17,0.0497727953407593,0.0980900777654153,1.95559007493671,17,0.3,0.8
1,0.950127465451204,1.00881108129406,33,18,0.0498725345487963,0.102950646857799,1.96045064314291,18,0.3,0.8
1,0.932320189502731,1,18,1,0.067679810497269,0.122978890120369,1.98047888381922,19,0.3,0.8
1,0.932313832547317,1.00653128494092,18,20,0.0676861674526832,0.130032268385654,1.98753226205866,20,0.3,0.8
1,0.932311576071919,1.00874430356379,18,21,0.0676884239280807,0.132320335909768,1.98982032957275,21,0.3,0.8
1,0.932306816234568,1.01295373024085,18,22,0.067693183765432,0.136918315595972,1.99441830923405,22,0.3,0.8
1,0.936052942405897,1,18,1,0.0639470575941026,0.105232667861682,1.96273266328518,23,0.3,0.8
1,0.936061347369647,1,18,1,0.0639386526303535,0.103680440475844,1.96118043593145,24,0.3,0.8
1,0.936046068420451,1,18,1,0.0639539315795494,0.106509266822423,1.9640092622231,25,0.3,0.8
1,0.947996553764147,1,18,1,0.0520034462358532,0.0767841443414779,1.93428414321062,26,0.3,0.8
1,0.948009729106024,1,18,1,0.0519902708939761,0.0760762219598379,1.93357622091582,27,0.3,0.8
1,0.948046912872596,1,18,1,0.0519530871274039,0.0743361640239324,1.93183616313632,28,0.3,0.8
1,0.94805915182668,1,18,1,0.05194084817332,0.0737595387419406,1.9312595378247,29,0.3,0.8
1,0.948051107628189,1,18,1,0.0519488923718112,0.0741997787922612,1.93169977781594,30,0.3,0.8
1,0.947976614547501,1,18,1,0.0520233854524986,0.0775427780295024,1.93504277676652,31,0.3,0.8
1,0.947937430779127,1,18,1,0.0520625692208735,0.0791969608537132,1.93669695941963,32,0.3,0.8
1,0.947863711204759,1,18,1,0.0521362887952412,0.0819617028229564,1.93946170098343,33,0.3,0.8
1,0.93243593218728,1,18,1,0.0675640678127195,0.121930914447915,1.79368090820418,2,0.35,0.8
1,0.936778095584223,1,18,1,0.0632219044157772,0.104234617518987,1.77598461318667,3,0.35,0.8
1,0.940000193144015,1,18,1,0.0599998068559847,0.0962571288670928,1.76800712562965,4,0.35,0.8
1,0.943360697886585,1,18,1,0.0566393021134149,0.0886538708776401,1.76040386854936,5,0.35,0.8
1,0.9506460716142,1,18,1,0.0493539283858003,0.0730739740606663,1.74482397313824,6,0.35,0.8
1,0.95228112635952,1,18,1,0.0477188736404804,0.0722241653162779,1.74397416452308,7,0.35,0.8
1,0.95338303449442,1,33,1,0.0466169655055797,0.0713660350447037,1.7431160343591,8,0.35,0.8
1,0.953348050514454,1,33,1,0.0466519494855456,0.0731127329520837,1.74486273227842,9,0.35,0.8
1,0.953294331442099,1,33,1,0.0467056685579006,0.0758054016529539,1.74755540092832,10,0.35,0.8
1,0.953283362409483,1,33,1,0.0467166375905174,0.0764640576996154,1.74821405696605,11,0.35,0.8
1,0.953258745101884,1,33,1,0.0467412548981155,0.0779412996131188,1.7496912988571,12,0.35,0.8
1,0.953113080358442,1,33,1,0.0468869196415578,0.085003831556528,1.75675383055392,13,0.35,0.8
1,0.953035728156275,1,33,1,0.0469642718437248,0.0880972781308703,1.75984727691116,14,0.35,0.8
1,0.952945636711431,1.00340843037047,33,15,0.0470543632885686,0.0922906183376876,1.76404061682462,15,0.35,0.8
1,0.952830124151918,1.00796601614327,33,16,0.0471698758480817,0.0980337357804112,1.76978373376187,16,0.35,0.8
1,0.952551037318068,1.01553545116909,33,17,0.0474489626819323,0.109109878764665,1.78085987348624,17,0.35,0.8
1,0.952418207181753,1.02025139364143,33,18,0.0475817928182473,0.11558705240393,1.78733704416373,18,0.35,0.8
1,0.93243504583285,1,18,1,0.0675649541671505,0.122896476544,1.79464647029704,19,0.35,0.8
1,0.932425649361367,1.00851820388148,18,20,0.0675743506386328,0.133322401676887,1.80507239539054,20,0.35,0.8
1,0.932422451704125,1.01117210454361,18,21,0.067577548295875,0.136563825308762,1.80831381900759,21,0.35,0.8
1,0.932415903524147,1.01611737504279,18,22,0.0675840964758527,0.142886192712149,1.81463618636684,22,0.35,0.8
1,0.936782214547363,1,18,1,0.0632177854526375,0.103445430327481,1.7751954260126,23,0.35,0.8
1,0.936784386573523,1,18,1,0.0632156134264774,0.103044283532137,1.77479427922719,24,0.35,0.8
1,0.936759326912028,1,18,1,0.0632406730879718,0.107683939566823,1.7794339351758,25,0.35,0.8
1,0.95065421552899,1,18,1,0.04934578447101,0.0726383195489691,1.74438831869338,26,0.35,0.8
1,0.950660847475671,1,18,1,0.049339152524329,0.0722881529900085,1.74403815220273,27,0.35,0.8
1,0.950665829748648,1,18,1,0.0493341702513524,0.0720501258127136,1.74380012511193,28,0.35,0.8
1,0.950651342242162,1,18,1,0.0493486577578384,0.0727250719135703,1.74447507115133,29,0.35,0.8
1,0.9506271383122,1,18,1,0.0493728616878004,0.0740475608519789,1.74579756002316,30,0.35,0.8
1,0.95050656272407,1,18,1,0.0494934372759296,0.0794547384923455,1.75120473731198,31,0.35,0.8
1,0.950449917764822,1,18,1,0.0495500822351783,0.0818430702352248,1.75359306884701,32,0.35,0.8
1,0.950350848836403,1,18,1,0.0496491511635968,0.0855502064198295,1.75730020454068,33,0.35,0.8
1,0.932551080233622,1,18,1,0.067448919766378,0.121538020800614,1.60753801461112,2,0.4,0.8
1,0.937508730966759,1,18,1,0.0624912690332409,0.10221361046821,1.58821360639081,3,0.4,0.8
1,0.941182993814744,1,18,1,0.0588170061852556,0.0937867033663392,1.57978670044201,4,0.4,0.8
1,0.945010928180095,1,18,1,0.0549890718199045,0.0858356358407947,1.5718356338337,5,0.4,0.8
1,0.953290532864652,1,18,1,0.046709467135348,0.0697043818271818,1.55570438112193,6,0.4,0.8
1,0.955135797235073,1,18,1,0.0448642027649269,0.0691285698876866,1.5551285692726,7,0.4,0.8
1,0.955989202205972,1,33,1,0.0440107977940278,0.0694635059443572,1.55546350540504,8,0.4,0.8
1,0.955912075216011,1,33,1,0.0440879247839886,0.0733142051654655,1.55931420459495,9,0.4,0.8
1,0.955814575091582,1,33,1,0.0441854249084179,0.078201851042652,1.56420185037945,10,0.4,0.8
1,0.955796655685683,1,33,1,0.0442033443143169,0.0792788230824194,1.5652788224034,11,0.4,0.8
1,0.955758482507752,1,33,1,0.044241517492248,0.081572270133254,1.56757226941721,12,0.4,0.8
1,0.955544072777876,1.00538836792838,33,13,0.0444559272221241,0.0919647612914901,1.57796476015932,13,0.4,0.8
1,0.955434460297675,1.00834378606824,33,14,0.0445655397023248,0.0963392549784895,1.58233925341136,14,0.4,0.8
1,0.955313421170475,1.01228945013061,33,15,0.0446865788295252,0.101970405639158,1.58797040338726,15,0.4,0.8
1,0.955161457720413,1.017506419602,33,16,0.0448385422795867,0.109528983545694,1.5955289798822,16,0.4,0.8
1,0.954799147812973,1.02606575661191,33,17,0.045200852187027,0.12387498999046,1.60987497600672,17,0.4,0.8
1,0.954629994049693,1.03136289072325,33,18,0.0453700059503066,0.132128367670533,1.61812834327833,18,0.4,0.8
1,0.932549807514943,1,18,1,0.067450192485057,0.122924477181123,1.60892447098661,19,0.4,0.8
1,0.932536826058912,1.01049431418056,18,20,0.0674631739410885,0.137328241006778,1.6233282347585,20,0.4,0.8
1,0.9325325362816,1.01358325089355,18,21,0.0674674637183998,0.141675403092037,1.62767539682022,21,0.4,0.8
1,0.932523938152722,1.01925098445533,18,22,0.0674760618472777,0.149972966372784,1.63597296001939,22,0.4,0.8
1,0.937509236877426,1,18,1,0.0624907631225742,0.102117885152096,1.58811788108011,23,0.4,0.8
1,0.937503114777655,1,18,1,0.0624968852223446,0.103248424355002,1.58924842026551,24,0.4,0.8
1,0.937466385018359,1.00215082691674,18,25,0.0625336149816408,0.110048705196422,1.59604870098406,25,0.4,0.8
1,0.953292828353626,1,18,1,0.0467071716463744,0.0695883646844003,1.55558836403316,26,0.4,0.8
1,0.953290667846462,1,18,1,0.0467093321535376,0.0697187547994768,1.55571875420009,27,0.4,0.8
1,0.95325377895964,1,18,1,0.0467462210403601,0.0714331243738052,1.55743312380622,28,0.4,0.8
1,0.953205585583527,1,18,1,0.046794414416473,0.0736860378788789,1.55968603722386,29,0.4,0.8
1,0.953161762606232,1,18,1,0.0468382373937679,0.0760814978068698,1.56208149707766,30,0.4,0.8
1,0.952987303142591,1,18,1,0.0470126968574094,0.0838998035281748,1.56989980237171,31,0.4,0.8
1,0.952910697290124,1,18,1,0.0470893027098762,0.0871259030070254,1.57312590158796,32,0.4,0.8
1,0.952783266999493,1,18,1,0.0472167330005074,0.0918842719757139,1.5778842699217,33,0.4,0.8
1,0.932666198273225,1,18,1,0.0673338017267749,0.12118511957941,1.42143511344415,2,0.45,0.8
1,0.938238147895156,1,18,1,0.0617618521048441,0.100454309496733,1.40070430565885,3,0.45,0.8
1,0.94236259875376,1,18,1,0.0576374012462398,0.0917448490085075,1.39199484636663,4,0.45,0.8
1,0.946654931103015,1,18,1,0.0533450688969852,0.0836214926319768,1.38387149090022,5,0.45,0.8
1,0.955917878487552,1,18,1,0.0440821215124478,0.0673257200729858,1.36757571953154,6,0.45,0.8
1,0.9579679773604,1,18,1,0.0420320226395996,0.0671130954244293,1.36736309494069,7,0.45,0.8
1,0.95856996936166,1,33,1,0.0414300306383403,0.0689320791357451,1.36918207870025,8,0.45,0.8
1,0.958442805389159,1,33,1,0.0415571946108408,0.0752820586635661,1.37553205815919,9,0.45,0.8
1,0.958294179856432,1,33,1,0.0417058201435685,0.0827341635616878,1.38298416291065,10,0.45,0.8
1,0.958268268108772,1.00058052885554,33,11,0.0417317318912284,0.0842937275426714,1.38454372686482,11,0.45,0.8
